t_idx,range_A0,range_A1,range_A2,range_A3,range_A4,range_A5,range_A6,range_A7,gt_A0,gt_A1,gt_A2,gt_A3,gt_A4,gt_A5,gt_A6,gt_A7,class_A0,class_A1,class_A2,class_A3,class_A4,class_A5,class_A6,class_A7,second,msg_idx,t_sec
1625,28041.623836910156,15037.048064106266,2087.854010130106,26030.344989807112,16526.27585407618,8336.464116724519,30721.56756164155,13366.265851434908,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,5000.0,81250.0
1626,28039.25115221595,15006.476244415753,2067.5036807396364,26393.520562713,16124.022863250551,8584.457483946815,30646.70860252388,13178.61223345962,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,6000.0,81300.0
1627,28019.04428102209,15011.374286833923,2064.0294339674397,26022.1131806683,16671.403451694066,8501.15552824829,30992.363697103738,13646.532756468872,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,7000.0,81350.0
1628,28014.56708754388,14998.157554023208,2032.0225598224174,26104.311104682813,16305.633753935193,8754.19270636595,30535.14797789305,13405.141753890848,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,8000.0,81400.0
1629,28037.45403757738,15061.363359142591,2069.7867189730864,25996.897978919485,16458.97652173303,8934.036478266322,31479.96751553766,13219.23910934794,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,9000.0,81450.0
1630,28071.791526346868,15071.957104394724,2037.729094586453,26245.617163538824,16438.473677159087,8426.553784959804,30693.53428698155,13350.748641462496,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,10000.0,81500.0
1631,28014.50650730448,15056.527981980611,2011.646973587811,25898.01085226669,16426.2417706232,8702.465455457132,30634.46899318126,13604.526536601361,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,11000.0,81550.0
1632,28024.618906444994,15039.932780444684,2054.958195131811,26208.672630741698,16199.229463626774,8808.968559745877,31076.2424945203,13315.59609274143,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,12000.0,81600.0
1633,27994.00868789271,15026.054454558907,2117.671990514208,26051.84691659253,16048.050122244678,8457.042653224344,30510.321335664208,13189.88525900931,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,13000.0,81650.0
1634,27999.681635731,15071.719577857204,2043.830020109452,25891.98256470404,16559.82838218188,8519.277580067548,30692.195249283464,13381.019600109084,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,14000.0,81700.0
1635,28085.99543049797,15025.222164895767,2069.2640983976503,25860.491984062483,16185.38446285519,8433.383593513267,30710.18183247826,13187.769097546236,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,15000.0,81750.0
1636,27969.555916743844,15051.207850069768,2077.354013643497,25647.406545141683,16587.043646497797,8500.539661035373,30371.37024414101,13084.196050835333,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,16000.0,81800.0
1637,28004.049350604982,14998.95820506144,2044.4718446980378,25747.48942204545,16349.442156331595,8662.889384488575,30647.50888264068,13378.540599977372,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,17000.0,81850.0
1638,28034.277575590197,15082.1004048481,2067.1224188721885,25771.276578018602,16622.576471250162,8440.49124571862,30919.351015705393,13507.02363185623,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,18000.0,81900.0
1639,28059.77405680868,14986.974135393533,2078.169589571599,25681.633171080262,16293.040754087659,8311.232541752035,30465.623201450646,13629.077223617416,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,19000.0,81950.0
1640,28033.55563489821,15045.696177077472,1980.616056470612,25658.819022767206,17034.576460757,8396.946238789516,30968.159182498923,13233.7275937255,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,0.0,82000.0
1641,27986.08322401156,15032.784703656194,2063.115616345884,25972.647188091567,16074.823012247381,8578.792208888473,30682.79200453201,13198.780679273441,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,1000.0,82050.0
1642,27974.530715147408,15047.607988455453,2065.344199440508,25678.098279133534,16048.919318404547,8344.663328293973,30790.97691470086,13667.478264843916,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,2000.0,82100.0
1643,27989.787857864863,15065.610980685875,2028.4997193469146,26358.851057965603,15937.923695128851,8420.210221377974,30687.33860979647,13136.553142671779,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,3000.0,82150.0
1644,27995.805397039003,15033.861469729309,2085.6952927139473,25890.62733407926,16188.410221404894,8303.76799877614,30773.679312134132,13158.885909084096,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,4000.0,82200.0
1645,27996.69378719223,15050.47261020646,2054.9780056154978,26015.823343004067,16576.732017463783,8500.529159029038,31447.949547151467,13426.076431273272,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,5000.0,82250.0
1646,28014.769732282435,15080.478456866736,2091.851479513321,25955.59005423797,16430.579269445265,8439.380120846088,30662.67479499873,13279.41246452416,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,6000.0,82300.0
1647,28021.267240788315,15044.124839803368,2052.213103264331,25834.746955438248,15891.598970563804,8852.510584196889,30710.96641350094,13168.357954358911,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,7000.0,82350.0
1648,28017.57767243962,15017.58234533848,2064.7615541248465,25704.489780377153,16173.154967727773,8413.707461029184,30579.858115176947,13331.620846599175,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,8000.0,82400.0
1649,28017.58288205064,15031.856007820355,2040.7623830748846,26026.663319283445,16239.962253644673,9103.02473206021,30635.83762551754,13186.310402593284,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,9000.0,82450.0
1650,27971.398006672072,15006.024419047775,2050.0078132837007,25784.216332477252,16648.935302858794,8118.23351981098,30939.83719601293,13286.204009814666,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,10000.0,82500.0
1651,27969.104232742844,15007.619860762818,2082.507367520623,26003.82753544421,16383.200432051239,8292.057252939787,30909.90801721289,13125.244904433315,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,11000.0,82550.0
1652,28049.68195104057,15020.940230112097,2058.6289874297822,25985.40124024688,16276.653630307279,8230.164445840386,30752.606946980224,13346.703147460817,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,12000.0,82600.0
1653,28056.9892274676,15014.385348970494,2006.4087787551719,26050.44932635947,16649.208443710537,8182.634273252146,31274.772345744143,13893.01022227729,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,13000.0,82650.0
1654,28043.303483929914,15050.721921160934,2078.049588605691,26024.13613116072,16312.40786575405,8446.091500015124,30784.999428563988,13289.24867909363,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,14000.0,82700.0
1655,28007.458257081107,14993.730151202104,2039.6478242328606,25881.460460983468,16064.16272840254,8371.474150955042,30885.591287890984,13580.29185611828,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,15000.0,82750.0
1656,28013.84399434458,15069.887392084589,2088.818939307364,25828.288595830032,16110.123923501,8728.66624940802,30736.01136525961,13297.020639585982,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,16000.0,82800.0
1657,28040.325249923,15006.570154167315,2100.66761602452,26153.57872314617,16374.971557420342,8395.151203361858,30554.84046790827,13207.155619150068,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,17000.0,82850.0
1658,28011.732145303424,14998.931710971458,2019.7250384221527,26133.55514321072,16242.50072264946,8386.314313597684,30841.27027832896,13680.09687612864,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,18000.0,82900.0
1659,28023.37122297705,15109.451545322436,2096.789826431245,26125.623108632983,16506.24666772221,8409.48171634147,30728.634165025484,13355.80612875322,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,82000.0,19000.0,82950.0
1660,28001.536613165506,14990.345147886597,2026.8947895131384,25794.6906245006,16642.62160586126,8399.445198366297,30545.06392580252,13156.178481418252,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,83000.0,0.0,83000.0
1661,28028.93870645557,15058.16023977773,1998.862310481172,25763.712835351267,16250.428104689994,9211.027360126945,30958.706238818348,13597.75522179302,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,83000.0,1000.0,83050.0
1662,27999.50405032716,14974.647322045173,2087.459725731025,25794.595157588043,16385.815236029583,8656.135442738334,30949.76372157018,13154.27311456067,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,83000.0,2000.0,83100.0
1663,27987.00352026416,15040.260692032216,2084.694228605344,26188.83977436004,16520.084235014318,8946.558461626735,30813.168205333684,13421.098723623476,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,83000.0,3000.0,83150.0
1664,27982.60324956461,15030.99281710865,2066.834752720306,26448.04538493592,16198.10378409031,8322.158950846897,30879.96273275693,13586.861550482361,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,83000.0,4000.0,83200.0
1665,28008.49606183877,15091.19921437771,2068.156363194152,25902.129694905667,16396.31939275858,8557.181201174879,30432.74199128515,13166.687508352821,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,83000.0,5000.0,83250.0
1666,28007.783448344162,15001.707240899445,2063.735848726471,25758.71351194027,16148.632037611751,8607.358967799648,30663.204422292536,13217.996408938488,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,83000.0,6000.0,83300.0
1667,27982.042835415923,14979.050631023112,2080.510725120518,26160.27992121391,16155.718744203057,8445.938873156252,30802.04690360081,13363.676640136855,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,83000.0,7000.0,83350.0
1668,27980.085548364776,15033.335264568841,2097.515190893464,26049.308757996707,16841.558514722394,8365.510449930647,30864.488900973047,13250.400807823797,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,83000.0,8000.0,83400.0
1669,27983.428344771248,14981.836621579143,2018.3797884745718,26116.723436077427,16316.794952631053,9103.77717027653,30408.984446533763,13427.561655970783,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,83000.0,9000.0,83450.0
1670,28084.511220919332,14982.163084881127,2066.397195718202,26097.037423998,16273.479000335812,8397.135739983863,30865.415385474924,13567.880370311912,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,83000.0,10000.0,83500.0
1671,28059.385338788394,14967.965749830048,2036.2858104247484,25802.76029418087,16061.431454793468,8256.269345445218,31061.514380128137,13285.6125831753,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,83000.0,11000.0,83550.0
1672,28041.71977212549,15065.22748324549,2041.7918078235582,25747.75829545065,16232.390290557201,8323.430843969687,30738.42170405094,13299.847615721148,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,83000.0,12000.0,83600.0
1673,28052.801310461684,15049.734699374649,2043.6151506405445,25982.252268306598,15953.971948747285,8288.177816838079,30679.964564700185,13150.94494467335,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,83000.0,13000.0,83650.0
1674,28006.923554360626,15023.26439625749,2062.654563656765,25954.28337134127,16630.511094412,8352.536161344244,30985.59963470441,13661.689221915443,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,83000.0,14000.0,83700.0
